uf,m,pop,l,u,e,g,mi,mm,f,dl,du,mac,crit,idh,caps,caps_tipo,caps_gestor,srt,leitos_hg,psiq,lq,cobertura_raps,psiq_hg,psiq_hg_sus,hosp_psiq,sm_total,def_psiq,psiq_cad,psiq_hab,psiq_status,alerta_fiscal,porte,pop_sus,esf_gap,regiao,score_mun,risco_mun,vulnerab,n_flags,recup_r,prioridade,siops_desp,esf_equipes,ibge_cod,lat,lon,pib_percapita,agua_rede,esgoto_rede,bolsa_familia_pct,agentes_acs,internacoes_av,cobertura_vacinal,ine,gini,nascimentos,dengue_inc,alfabetizacao,notificacoes,coord_saude,score_v2,score_v2_ab,score_v2_iv,score_v2_raps,score_v2_se,score_v2_san,score_v2_fin,risco_v2,leitos_sus,leitos_sus_1k,esf_1k,medicos_1k,enfermeiros_1k,acs_1k,mort_cv_100k,mort_dm_100k,mort_has_100k,prev_dm_pct,prev_has_pct,intern_dengue_100k,intern_pneum_100k,intern_sepse_100k,let_dengue,let_pneum,let_sepse,sih_score,score_v3_d1,score_v3_d2,score_v3_d3,score_v3_d4,cob_sarampo,cob_gripe,cob_covid,pen_vacinal,pen_vacinal_nivel,pen_vacinal_desc,d1_base,psiq_1k,lq_1k,leitos_total,ibge_7,uti_sus,vacuo_hab,esf_pct,versao_banco,score_v3,rank_v3,rank_regiao_v3,risco_v3
RJ,Areal,14642,1.51,0.0,67.3,10.0,11.4,56.0,17.0,-11.0,-2.0,Sudeste,CRÍTICO,0.746,1.0,CAPS,Municipal,0.0,0,2,0.14,SIM,2,2,,2,0.0,2.0,2.0,HABILITADO,False,PEQUENO,10981,12.7,Sudeste,34.4,CRÍTICO,5.5,1,0.8,3,777.4,2,3300225.0,-22.235359,-43.121958,65824,95.5,56.3,15.7,24,333,72.0,0.585,0.453,154,112,93.2,44,Secretaria Municipal de Saúde,52.9,41.9,47.4,56.2,79.5,71.0,19.6,ALTO,13,0.89,1.37,2.52,2.62,1.64,261.0,52.8,31.4,11.2,29.4,12.2,266.7,23.3,0.0553,0.0397,0.28,3.25,88.11,25.92,41.31,46.41,83.4,75.2,78.4,True,2,Sarampo:83% | Geral:72%,88.11,,,,3300225.0,0.0,0,0.0,v40+v37+v3,52.27,1502.0,518.0,ALTO
RJ,Armação dos Búzios,31842,1.61,0.184,59.9,10.4,9.6,51.0,40.0,-22.0,0.0,Sudeste,MODERADO,0.749,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,23881,20.1,Sudeste,34.3,CRÍTICO,5.6,2,2.2,3,1101.3,4,3300233.0,-22.776547,-41.952168,69254,99.9,87.3,8.1,36,228,76.2,0.459,0.493,650,150,95.8,123,Secretaria Municipal de Saúde,55.6,31.6,71.0,24.6,75.3,92.5,46.6,MÉDIO,46,1.44,1.26,3.96,3.85,1.13,261.7,53.0,31.5,11.2,29.4,15.6,253.3,39.6,0.0551,0.0396,0.2795,3.82,98.57,42.97,30.65,43.85,68.3,81.9,84.0,True,3,Sarampo:68% | Geral:76%,88.57,,,,3300233.0,0.0,0,0.0,v40+v37+v3,56.08,2556.0,942.0,ALTO
RJ,Arraial do Cabo,31842,1.75,0.184,58.1,10.5,8.4,49.5,43.0,-19.0,0.0,Sudeste,MODERADO,0.767,1.0,CAPS,Municipal,0.0,0,2,0.06,SIM,2,2,,2,0.0,2.0,2.0,HABILITADO,False,MÉDIO,23881,21.9,Sudeste,39.4,CRÍTICO,5.0,2,2.4,3,1114.6,4,3300258.0,-22.920318,-42.171884,70085,99.9,88.4,8.0,36,225,76.5,0.453,0.49,402,150,95.8,123,Secretaria Municipal de Saúde,58.1,32.3,77.3,25.9,79.3,93.2,47.7,MÉDIO,46,1.44,1.26,3.96,3.85,1.13,266.0,54.1,32.1,11.4,29.8,16.4,258.6,42.0,0.0536,0.0393,0.2763,3.97,100.0,44.76,25.55,40.55,55.2,57.8,63.9,True,3,Sarampo:55% | Geral:76%,92.61,,,,3300258.0,0.0,0,0.0,v40+v37+v3,54.94,2232.0,815.0,ALTO
RJ,Barra Mansa,181679,2.889,0.09,62.0,,10.4,58.0,12480.0,71.0,156.0,Médio Paraíba,ADEQUADO,0.731,2.0,"CAPS II,CAPSad",Municipal,1.0,20,20,0.68,SIM,20,20,HRBM,20,0.0,20.0,20.0,HABILITADO,False,GRANDE,136259,18.0,Sudeste,53.4,ALTO,4.4,0,0.0,4,1459.7,24,3300407.0,-22.507567,-44.188861,74939,99.9,95.0,5.7,164,195,78.0,0.405,0.535,1817,180,96.3,827,Secretaria Municipal de Saúde,56.9,32.1,66.7,14.0,64.7,91.7,100.0,MÉDIO,440,2.42,1.32,5.76,5.6,0.9,257.4,51.9,30.9,11.1,29.1,18.6,223.9,52.3,0.0565,0.0399,0.2827,4.12,94.98,48.46,32.82,44.92,68.8,69.8,73.9,True,3,Sarampo:69% | Geral:78%,84.98,,,,3300407.0,0.0,0,0.0,v40+v37+v3,57.19,2939.0,1121.0,MODERADO
RJ,Barra do Piraí,98642,2.05,0.2,60.8,8.7,11.4,61.0,158.0,-35.0,0.0,Sudeste,ADEQUADO,0.731,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,73981,19.2,Sudeste,36.9,CRÍTICO,6.1,1,5.8,3,1088.1,13,3300308.0,-22.426255,-43.913983,68422,99.9,86.3,8.2,111,230,75.9,0.464,0.495,879,150,95.7,380,Secretaria Municipal de Saúde,49.9,30.9,56.2,8.0,71.4,91.9,53.0,ALTO,141,1.43,1.32,3.96,3.85,1.13,257.4,51.9,30.9,11.1,29.1,15.3,255.5,38.3,0.0565,0.0399,0.2827,3.79,94.98,43.6,37.56,50.24,72.5,75.0,78.2,True,3,Sarampo:72% | Geral:76%,84.98,,,,3300308.0,0.0,0,0.0,v40+v37+v3,58.2,3325.0,1284.0,MODERADO
RJ,Belford Roxo,518384,0.741,0.09,62.0,8.5,10.4,58.0,886.0,-912.0,446.0,Metro I,ALTO,0.684,3.0,"CAPS II,CAPSad,CAPSi",Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,METRÓPOLE,388788,18.0,Sudeste,28.0,CRÍTICO,6.2,1,31.0,3,2120.0,70,3300456.0,-22.728644,-43.376327,72560,99.9,95.0,3.9,389,165,79.3,0.366,0.582,5867,215,95.3,2540,Secretaria Municipal de Saúde,50.0,32.0,67.9,4.5,55.8,89.3,59.6,ALTO,2167,4.18,1.35,8.64,8.4,0.75,246.2,48.9,29.3,10.7,28.2,11.2,246.3,34.5,0.0603,0.0408,0.2909,3.49,84.62,41.79,41.09,54.66,22.9,78.6,81.3,True,3,Sarampo:23% | Geral:79%,74.62,,,,3300456.0,0.0,0,0.0,v40+v37+v3,56.36,2647.0,984.0,ALTO
RJ,Bom Jardim,26842,1.55,0.0,56.0,10.6,8.4,60.5,32.0,-20.0,-3.0,Sudeste,CRÍTICO,0.731,1.0,CAPS,Municipal,0.0,0,2,0.07,SIM,2,2,,2,0.0,2.0,2.0,HABILITADO,False,MÉDIO,20131,24.0,Sudeste,34.1,CRÍTICO,5.4,3,1.8,2,1088.1,3,3300506.0,-22.200444,-42.372152,68422,99.9,86.3,8.2,30,230,75.9,0.464,0.495,308,150,90.2,103,Secretaria Municipal de Saúde,54.3,30.7,68.9,30.7,66.3,91.9,45.5,ALTO,38,1.42,1.12,3.96,3.85,1.12,257.4,51.9,30.9,11.1,29.1,15.3,255.5,38.3,0.0565,0.0399,0.2827,3.79,94.98,43.6,27.23,46.9,84.2,59.8,65.5,True,2,Sarampo:84% | Geral:76%,84.98,,,,3300506.0,0.0,0,0.0,v40+v37+v3,54.6,2145.0,792.0,ALTO
RJ,Bom Jesus do Itabapoana,35842,1.94,0.184,57.5,9.2,12.2,61.5,54.0,-16.0,0.0,Sudeste,MODERADO,0.758,2.0,CAPS,Municipal,0.0,0,10,0.28,SIM,10,10,,10,0.0,10.0,10.0,HABILITADO,False,MÉDIO,26881,22.5,Sudeste,33.0,CRÍTICO,6.2,3,2.3,2,1108.0,4,3300605.0,-21.123589,-41.683881,69670,99.9,87.8,8.1,40,226,76.3,0.456,0.491,473,150,90.9,138,Secretaria Municipal de Saúde,55.7,31.6,53.1,49.2,72.9,92.8,49.3,MÉDIO,51,1.42,1.12,3.96,3.85,1.12,263.9,53.6,31.8,11.3,29.6,16.0,255.5,40.7,0.0544,0.0395,0.2779,3.89,100.0,43.72,23.43,43.08,63.4,66.9,71.5,True,3,Sarampo:63% | Geral:76%,90.73,,,,3300605.0,0.0,0,0.0,v40+v37+v3,54.42,2089.0,777.0,ALTO
RJ,Cabo Frio,0,,,,,,,,,,,P3,,0.0,Dado não disponível,,0.0,0,0,0.0,NÃO INFORMADO,0,0,,0,0.0,0.0,0.0,DADO_PENDENTE,False,INDEFINIDO,0,80.0,Sudeste,50.0,ALTO,5.5,4,0.0,2,,0,330070.0,-22.7108,-42.0577,62370,86.2,50.8,17.4,0,369,69.9,0.648,0.477,0,148,93.8,0,Secretaria Municipal de Saúde,42.3,45.5,11.1,30.0,73.4,54.7,50.0,ALTO,233,0.0,0.0,3.6,3.5,0.0,238.1,46.8,28.2,10.4,27.6,9.6,205.0,30.0,0.059,0.0405,0.2881,2.96,77.28,31.71,73.27,73.72,72.1,76.4,78.6,True,1,ALERTA: Sarampo 72.1%<80.0%,67.28,,,417.0,330070.0,0.0,0,0.0,v40+v37+v3,,,,
RJ,Cachoeiras de Macacu,58842,1.96,0.2,59.3,10.6,9.6,62.0,90.0,-25.0,0.0,Sudeste,MODERADO,0.773,1.0,CAPS,Municipal,0.0,0,4,0.07,SIM,4,4,,4,0.0,4.0,4.0,HABILITADO,False,MÉDIO,44131,20.7,Sudeste,38.2,CRÍTICO,5.3,3,5.0,2,1119.0,8,3300803.0,-22.515806,-42.728253,70363,99.9,88.7,8.0,66,224,76.6,0.451,0.489,600,150,91.4,227,Secretaria Municipal de Saúde,53.3,32.4,63.6,14.7,76.4,93.4,48.1,ALTO,84,1.43,1.36,3.96,3.85,1.12,267.4,54.5,32.3,11.4,29.9,16.4,255.5,42.1,0.0532,0.0392,0.2752,3.95,100.0,43.82,27.25,43.35,69.9,64.6,69.5,True,3,Sarampo:70% | Geral:77%,93.32,,,,3300803.0,0.0,0,0.0,v40+v37+v3,55.63,2426.0,888.0,ALTO
RJ,Cambuci,14842,1.37,0.0,68.8,9.6,8.6,55.0,16.0,-13.0,-2.0,Sudeste,CRÍTICO,0.788,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11131,11.2,Sudeste,42.4,ALTO,4.0,2,0.7,3,799.3,2,3300902.0,-21.496019,-41.913867,67672,98.2,57.9,15.2,24,324,72.6,0.569,0.447,140,112,88.3,44,Secretaria Municipal de Saúde,57.4,45.5,60.6,52.8,84.2,75.0,21.4,MÉDIO,13,0.88,1.35,2.52,2.62,1.62,271.0,55.4,32.8,11.5,30.1,13.2,267.5,25.6,0.052,0.0389,0.2726,3.36,95.52,24.53,46.04,38.53,81.4,69.4,73.5,True,2,Sarampo:81% | Geral:73%,95.52,,,,3300902.0,0.0,0,0.0,v40+v37+v3,54.38,2081.0,775.0,ALTO
RJ,Campos dos Goytacazes,519259,2.86,0.09,62.0,8.6,10.4,58.0,846.0,187.0,447.0,Norte,ADEQUADO,0.716,4.0,"CAPS II,CAPSad,CAPSi,CAPS III",Municipal,2.0,40,40,0.67,SIM,40,40,HRCG,40,0.0,40.0,40.0,HABILITADO,False,METRÓPOLE,389444,18.0,Sudeste,44.3,ALTO,5.8,0,30.5,3,2167.3,70,3301009.0,-21.747078,-41.404057,74180,99.9,95.0,3.8,389,161,79.8,0.358,0.578,6352,195,93.5,2544,Secretaria Municipal de Saúde,51.5,32.0,67.9,9.8,59.5,90.7,58.5,ALTO,2171,4.18,1.35,8.64,8.4,0.75,253.9,50.9,30.4,10.9,28.8,11.7,242.6,36.9,0.0577,0.0402,0.2853,3.56,91.3,41.25,34.94,50.08,73.1,74.7,77.9,True,3,Sarampo:73% | Geral:80%,81.3,,,,3301009.0,0.0,0,0.0,v40+v37+v3,55.7,2449.0,899.0,ALTO
RJ,Cantagalo,20842,1.56,0.0,57.2,8.5,8.6,48.5,25.0,-15.0,-2.0,Sudeste,MODERADO,0.767,1.0,CAPS,Municipal,0.0,0,4,0.19,SIM,4,4,,4,0.0,4.0,4.0,HABILITADO,False,MÉDIO,15631,22.8,Sudeste,41.8,ALTO,4.8,1,0.9,3,1114.6,3,3301108.0,-21.868132,-42.334596,70085,99.9,88.4,8.0,23,225,76.5,0.453,0.49,180,150,91.3,80,Secretaria Municipal de Saúde,60.6,31.9,77.2,41.4,75.1,93.2,57.3,MÉDIO,30,1.44,1.44,3.96,3.85,1.1,266.0,54.1,32.1,11.4,29.8,16.2,254.8,41.4,0.0536,0.0393,0.2763,3.91,92.61,43.49,24.86,38.66,100.0,67.7,72.1,True,1,Geral:76%,92.61,,,,3301108.0,0.0,0,0.0,v40+v37+v3,51.91,1383.0,437.0,ALTO
RJ,Carapebus,15842,1.7,0.0,67.3,8.4,11.2,48.5,21.0,-10.0,-2.0,Sudeste,MODERADO,0.746,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11881,12.7,Sudeste,40.9,ALTO,5.6,1,0.7,3,777.4,2,3300936.0,-22.196456,-41.651593,65824,95.5,56.3,15.7,26,333,72.0,0.585,0.453,135,112,92.1,47,Secretaria Municipal de Saúde,46.7,42.0,53.6,0.0,78.5,71.0,30.2,ALTO,14,0.88,1.26,2.52,2.62,1.64,261.0,52.8,31.4,11.2,29.4,12.6,273.1,23.9,0.0553,0.0397,0.28,3.33,98.11,27.55,60.67,51.12,21.3,70.4,74.4,True,3,Sarampo:21% | Geral:72%,88.11,,,,3300936.0,0.0,0,0.0,v40+v37+v3,62.19,4558.0,1543.0,BAIXO
RJ,Cardoso Moreira,12842,1.42,0.0,66.1,7.9,9.6,64.0,14.0,-11.0,-2.0,Sudeste,CRÍTICO,0.767,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,9631,13.9,Sudeste,42.5,ALTO,4.9,3,0.4,2,788.4,2,3301157.0,-21.525403,-41.500394,66748,96.8,57.1,15.4,21,329,72.3,0.577,0.45,140,112,85.9,38,Secretaria Municipal de Saúde,46.2,40.5,49.5,0.0,77.4,72.9,36.5,ALTO,11,0.86,1.56,2.52,2.62,1.64,266.0,54.1,32.1,11.4,29.8,12.9,268.4,24.8,0.0536,0.0393,0.2763,3.34,92.61,25.88,59.12,49.59,120.0,63.1,68.3,True,1,Geral:72%,92.61,,,,3301157.0,0.0,0,0.0,v40+v37+v3,59.43,3755.0,1367.0,MODERADO
RJ,Carmo,17842,1.42,0.0,64.9,8.2,9.6,49.0,20.0,-15.0,-2.0,Sudeste,CRÍTICO,0.773,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,13381,15.1,Sudeste,43.7,ALTO,4.5,1,0.6,3,791.5,3,3301207.0,-21.900466,-42.568537,67012,97.2,57.3,15.4,29,327,72.4,0.575,0.449,151,112,90.7,53,Secretaria Municipal de Saúde,55.2,38.5,60.5,44.0,83.1,73.5,33.5,MÉDIO,16,0.9,1.68,2.52,2.62,1.63,267.4,54.5,32.3,11.4,29.9,12.8,268.3,24.8,0.0532,0.0392,0.2752,3.33,100.0,25.18,44.06,41.91,46.2,65.2,70.1,True,3,Sarampo:46% | Geral:72%,93.32,,,,3301207.0,0.0,0,0.0,v40+v37+v3,55.8,2473.0,909.0,ALTO
RJ,Casimiro de Abreu,44842,1.57,0.184,56.9,9.1,8.8,53.5,55.0,-33.0,0.0,Sudeste,MODERADO,0.758,1.0,CAPS,Municipal,0.0,0,2,0.04,SIM,2,2,,2,0.0,2.0,2.0,HABILITADO,False,MÉDIO,33631,23.1,Sudeste,37.3,CRÍTICO,5.2,2,2.3,3,1108.0,6,3301306.0,-22.482323,-42.143937,69670,99.9,87.8,8.1,50,226,76.3,0.456,0.491,546,150,93.6,173,Secretaria Municipal de Saúde,55.5,31.6,72.7,18.4,75.4,92.8,50.4,MÉDIO,64,1.43,1.34,3.96,3.85,1.12,263.9,53.6,31.8,11.3,29.6,15.9,254.8,40.6,0.0544,0.0395,0.2779,3.88,100.0,43.5,25.55,43.23,57.0,61.2,66.7,True,3,Sarampo:57% | Geral:76%,90.73,,,,3301306.0,0.0,0,0.0,v40+v37+v3,55.02,2247.0,825.0,ALTO
RJ,Comendador Levy Gasparian,10842,1.36,0.0,65.5,9.5,8.4,48.0,12.0,-10.0,-1.0,Sudeste,CRÍTICO,0.737,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8131,14.5,Sudeste,35.7,CRÍTICO,5.4,3,0.5,2,772.8,2,3300951.0,-22.043302,-43.25513,65428,94.9,56.0,15.8,18,335,71.9,0.588,0.454,92,112,93.2,32,Secretaria Municipal de Saúde,46.9,39.0,65.1,0.0,77.6,70.1,19.2,ALTO,10,0.92,1.84,2.52,2.62,1.66,258.9,52.2,31.1,11.1,29.2,12.3,273.9,23.2,0.056,0.0398,0.2816,3.31,85.97,27.74,56.88,51.67,104.0,80.1,82.5,True,1,Geral:72%,85.97,,,,3300951.0,0.0,0,0.0,v40+v37+v3,57.54,3088.0,1188.0,MODERADO
RJ,Conceição de Macabu,0,,,,,,,,,,,P3,,0.0,Dado não disponível,,0.0,0,0,0.0,NÃO INFORMADO,0,0,,0,0.0,0.0,0.0,DADO_PENDENTE,False,INDEFINIDO,0,80.0,Sudeste,50.0,ALTO,5.5,4,0.0,2,,0,330140.0,-22.1366,-41.8466,62370,86.2,50.8,17.4,0,369,69.9,0.648,0.477,0,148,93.8,0,Secretaria Municipal de Saúde,42.3,45.5,11.1,30.0,73.4,54.7,50.0,ALTO,19,0.0,0.0,3.6,3.5,0.0,238.1,46.8,28.2,10.4,27.6,9.6,205.0,30.0,0.059,0.0405,0.2881,2.96,85.28,31.71,73.27,73.72,58.0,57.8,63.4,True,2,CRITICO: Sarampo 58.0%<80.0% | Gripe 57.8%<60.0%,67.28,,,21.0,330140.0,0.0,0,0.0,v40+v37+v3,,,,
RJ,Cordeiro,22842,1.67,0.0,57.8,8.0,10.8,65.5,30.0,-15.0,-3.0,Sudeste,MODERADO,0.764,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,17131,22.2,Sudeste,39.3,CRÍTICO,5.3,2,0.9,3,1112.4,3,3301504.0,-22.059314,-42.341457,69947,99.9,88.2,8.0,26,225,76.4,0.454,0.49,227,150,94.5,88,Secretaria Municipal de Saúde,56.3,32.2,56.1,34.3,77.6,93.1,62.4,MÉDIO,33,1.44,1.31,3.96,3.85,1.14,265.3,53.9,32.0,11.3,29.7,16.1,254.8,41.1,0.0539,0.0394,0.2768,3.9,100.0,43.46,30.12,41.77,43.9,57.5,63.6,True,3,Sarampo:44% | Geral:76%,91.7,,,,3301504.0,0.0,0,0.0,v40+v37+v3,56.17,2588.0,959.0,ALTO
RJ,Duas Barras,11842,1.64,0.0,67.3,9.4,10.0,55.5,15.0,-8.0,-1.0,Sudeste,CRÍTICO,0.755,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8881,12.7,Sudeste,39.2,CRÍTICO,5.0,1,0.7,3,782.1,2,3301603.0,-22.056822,-42.499102,66220,96.1,56.6,15.6,20,331,72.2,0.581,0.452,93,112,89.2,35,Secretaria Municipal de Saúde,55.9,43.2,53.7,66.2,77.7,71.8,20.0,MÉDIO,10,0.84,1.69,2.52,2.62,1.69,263.1,53.4,31.7,11.3,29.5,12.5,263.6,23.8,0.0546,0.0395,0.2784,3.25,100.0,25.17,44.6,43.27,54.9,71.0,74.9,True,3,Sarampo:55% | Geral:72%,90.1,,,,3301603.0,0.0,0,0.0,v40+v37+v3,56.16,2584.0,957.0,ALTO
RJ,Duque de Caxias,866225,1.19,0.09,62.0,10.1,10.4,58.0,1372.0,-1135.0,745.0,Metro I,MODERADO,0.711,5.0,"CAPS II,CAPSad,CAPSi,CAPS III",Municipal,2.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,METRÓPOLE,649668,18.0,Sudeste,26.4,CRÍTICO,6.1,2,70.0,3,2159.9,117,3301702.0,-22.632784,-43.300307,73927,99.9,95.0,3.9,650,162,79.7,0.359,0.578,10817,195,95.3,4245,Secretaria Municipal de Saúde,50.1,32.0,67.9,5.9,60.3,90.7,50.0,ALTO,3621,4.18,1.35,8.64,8.4,0.75,252.7,50.6,30.2,10.9,28.7,11.6,242.6,36.4,0.0581,0.0403,0.2862,3.54,98.37,41.19,41.1,51.82,44.4,58.9,64.8,True,3,Sarampo:44% | Geral:80%,80.37,,,,3301702.0,0.0,0,0.0,v40+v37+v3,59.91,3921.0,1404.0,MODERADO
RJ,Engenheiro Paulo de Frontin,14842,1.66,0.0,68.8,8.4,10.4,48.0,19.0,-10.0,-2.0,Sudeste,MODERADO,0.752,1.0,CAPS,Municipal,0.0,0,3,0.2,SIM,3,3,,3,0.0,3.0,3.0,HABILITADO,False,PEQUENO,11131,11.2,Sudeste,45.8,ALTO,4.7,0,0.6,4,780.6,2,3301801.0,-22.512427,-43.637277,66088,95.9,56.5,15.6,24,332,72.1,0.583,0.452,133,112,94.6,44,Secretaria Municipal de Saúde,57.2,44.4,57.3,56.8,82.2,71.6,30.5,MÉDIO,13,0.88,1.35,2.52,2.62,1.62,262.4,53.2,31.6,11.2,29.5,12.4,266.8,23.7,0.0548,0.0396,0.2789,3.27,89.17,25.79,41.66,42.3,90.8,79.2,81.7,True,1,Sarampo:91% | Geral:72%,89.17,,,,3301801.0,0.0,0,0.0,v40+v37+v3,52.04,1415.0,462.0,ALTO
RJ,Guapimirim,58842,1.96,0.2,61.7,8.7,9.6,64.5,90.0,-25.0,0.0,Sudeste,ADEQUADO,0.734,1.0,CAPS,Municipal,0.0,0,4,0.07,SIM,4,4,,4,30.0,34.0,4.0,HABILITACAO_PARCIAL,False,MÉDIO,44131,18.3,Sudeste,40.2,ALTO,5.5,1,3.3,3,1090.3,8,3301850.0,-22.582552,-42.964273,68561,99.9,86.4,8.2,66,230,76.0,0.463,0.495,693,150,93.0,227,Secretaria Municipal de Saúde,52.1,32.6,61.1,14.7,69.4,91.9,53.1,ALTO,84,1.43,1.36,3.96,3.85,1.12,258.1,52.1,31.0,11.1,29.1,15.5,257.8,38.9,0.0563,0.0399,0.2821,3.83,95.43,44.29,27.79,48.06,67.6,65.3,70.2,True,3,Sarampo:68% | Geral:76%,85.43,,,,3301850.0,0.0,0,0.0,v40+v37+v3,55.25,2320.0,849.0,ALTO
RJ,Iguaba Grande,24842,1.75,0.0,61.1,9.9,8.4,57.5,34.0,-15.0,-3.0,Sudeste,CRÍTICO,0.752,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,18631,18.9,Sudeste,36.0,CRÍTICO,5.7,2,1.7,3,1103.5,3,3301876.0,-22.827719,-42.218092,69392,99.9,87.5,8.1,28,227,76.3,0.458,0.492,336,150,96.0,96,Secretaria Municipal de Saúde,52.4,32.3,71.4,0.0,76.2,92.6,46.8,ALTO,36,1.45,1.21,3.96,3.85,1.13,262.4,53.2,31.6,11.2,29.5,16.3,263.9,41.5,0.0548,0.0396,0.2789,3.99,89.17,46.41,44.62,45.94,85.0,74.8,78.1,True,2,Sarampo:85% | Geral:76%,89.17,,,,3301876.0,0.0,0,0.0,v40+v37+v3,58.63,3500.0,1317.0,MODERADO
RJ,Itaboraí,240127,1.333,0.09,62.0,10.0,10.4,58.0,371.0,-280.0,207.0,Metro II,MODERADO,0.693,2.0,"CAPS II,CAPSad",Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,GRANDE,180095,18.0,Sudeste,26.9,CRÍTICO,6.4,2,18.6,3,1422.2,32,3301900.0,-22.748833,-42.854102,73016,99.9,95.0,5.8,216,200,77.4,0.416,0.541,2696,198,93.9,1093,Secretaria Municipal de Saúde,49.2,32.0,66.1,6.5,56.0,90.5,50.0,ALTO,581,2.42,1.33,5.76,5.6,0.9,248.4,49.5,29.6,10.8,28.4,17.3,223.2,47.5,0.0596,0.0406,0.2894,3.91,94.78,51.04,39.44,54.56,72.4,59.3,65.1,True,3,Sarampo:72% | Geral:77%,76.78,,,,3301900.0,0.0,0,0.0,v40+v37+v3,61.21,4314.0,1492.0,BAIXO
RJ,Itaguaí,117842,2.31,0.224,58.7,7.7,12.0,63.0,212.0,-17.0,0.0,Sudeste,ADEQUADO,0.737,1.0,CAPS II,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,GRANDE,88381,21.3,Sudeste,43.9,ALTO,5.9,2,5.7,3,1465.6,15,3302007.0,-22.831975,-43.816694,75242,99.9,95.0,5.7,106,194,78.1,0.403,0.534,1657,180,94.9,536,Secretaria Municipal de Saúde,50.1,30.0,56.7,6.7,64.4,91.7,68.1,ALTO,285,2.42,1.27,5.76,5.6,0.9,258.9,52.2,31.1,11.1,29.2,18.6,222.6,52.7,0.056,0.0398,0.2816,4.13,95.97,47.77,39.65,49.24,87.0,55.8,62.2,True,2,Sarampo:87% | Geral:78%,85.97,,,,3302007.0,0.0,0,0.0,v40+v37+v3,60.02,3970.0,1416.0,MODERADO
RJ,Italva,14842,1.73,0.0,68.8,8.9,11.8,53.0,20.0,-9.0,-2.0,Sudeste,MODERADO,0.737,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11131,11.2,Sudeste,39.7,CRÍTICO,5.4,0,0.8,3,772.8,2,3302056.0,-21.424155,-41.653348,65428,94.9,56.0,15.8,24,335,71.9,0.588,0.454,139,112,89.7,44,Secretaria Municipal de Saúde,52.6,43.9,47.7,52.8,74.4,70.1,24.5,ALTO,13,0.88,1.35,2.52,2.62,1.62,258.9,52.2,31.1,11.1,29.2,12.2,269.1,23.1,0.056,0.0398,0.2816,3.26,95.97,26.91,46.67,47.34,100.0,53.0,59.9,True,1,Geral:72%,85.97,,,,3302056.0,0.0,0,0.0,v40+v37+v3,56.62,2746.0,1037.0,MODERADO
RJ,Itaocara,23842,1.74,0.0,60.5,10.5,12.2,50.5,32.0,-14.0,-3.0,Sudeste,CRÍTICO,0.731,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,17881,19.5,Sudeste,29.4,CRÍTICO,6.6,1,1.8,3,1088.1,3,3302106.0,-21.726392,-42.082406,68422,99.9,86.3,8.2,27,230,75.9,0.464,0.495,244,150,89.7,92,Secretaria Municipal de Saúde,53.0,31.0,60.5,32.9,65.8,91.9,45.5,ALTO,34,1.43,1.26,3.96,3.85,1.13,257.4,51.9,30.9,11.1,29.1,15.2,254.0,38.1,0.0565,0.0399,0.2827,3.76,100.0,43.1,31.08,47.88,71.4,45.2,53.4,True,3,Sarampo:71% | Geral:76%,84.98,,,,3302106.0,0.0,0,0.0,v40+v37+v3,57.28,2982.0,1138.0,MODERADO
